Category,Company Name,Street,Suburb,State,Code,Country,Phone,Website,Mobile,Fax,Postal Address,Email,Longitude,Latitude,Charge Per Session(in dollars)
Physiotherapists,Activate Physiotherapy,696 New Cleveland Rd,Gumdale,QLD,4154,Australia,(07) 3890 4361,ryan.macdonald@reddiff.com,0412 455 076,(03) 2262 0293,5326 Auctor Street|WA|5334|Australia,dictum@arcuNuncmauris.net,153.153129,-27.490879,
Physiotherapists,Active 8 Physiotherapy & Sports Injury Clinic,Shp 12b/ 40 Panmure St,Rouse Hill,NSW,2155,Australia,(02) 8883 2209,diana.cornish@reddiff.com,0469 854 493,(03) 2496 0976,9597 Nibh. Street|NSW|2320|Australia,facilisis.magna.tellus@Aliquamgravida.edu,150.91707,-33.68325,
Physiotherapists,Active Action Physiotherapy,2 Sunrise Drv,Greensborough,VIC,3088,Australia,(03) 9432 0055,brian.murray@reddiff.com,0408 976 955,(03) 4837 8406,"P.O. Box 934, 7790 Ac St.|NT|6979|Australia",Donec.fringilla@Suspendisseacmetus.net,145.12028,-37.68297,
Osteopaths,Active Balance Sports And Spinal,16 Kirtain Drv (Adj. To McAdam Square),Croydon,VIC,3136,Australia,(03) 9016 8366,connor.sanderson@reddiff.com,0456 900 900,(03) 1660 7153,Ap #613-3264 Enim. Av.|QLD|8460|Australia,Praesent.interdum.ligula@Nunclectuspede.ca,145.269538,-37.783439,
Osteopaths,Active Balance Sports And Spinal Osteopathic Clinic,16 Kirtain Drv,Croydon,VIC,3136,Australia,(03) 9016 8366,austin.hill@reddiff.com,0418 962 319,(03) 4027 1789,3283 Facilisis St.|QLD|9245|Australia,Etiam.imperdiet.dictum@purussapiengravida.edu,145.269538,-37.783439,
Physiotherapists,Active Bodies Physiotherapy,43 Carrington St,Adelaide,SA,5000,Australia,(08) 8231 2983,stephen.skinner@reddiff.com,0486 280 447,(03) 2099 2207,"4889 Iaculis, Avenue|QLD|2726|Australia",Mauris.eu@et.edu,138.60195,-34.93164,
Physiotherapists,Active Body Physiotherapy & Rehabilitation,Suite 1/ 56 Cecil Ave,Castle Hill,NSW,2154,Australia,(02) 9899 8242,karen.dowd@reddiff.com,0403 465 608,(03) 6539 2001,"P.O. Box 584, 5844 Mauris Road|SA|6259|Australia",molestie@ultriciesdignissim.ca,151.00175,-33.7337,
Physiotherapists,Active Care,"Suite 706, 3 Waverley St",Bondi Junction,NSW,2022,Australia,(02) 9387 3448,sean.ball@reddiff.com,0403 979 425,(03) 3053 4499,595-5030 Sagittis Rd.|WA|1885|Australia,fermentum.risus.at@metussitamet.com,151.25148,-33.89283,
Physiotherapists,Active Care Physio & Sports Therapy,"Suite 706, 3 Waverley St",Bondi Junction,NSW,2022,Australia,(02) 9387 3448,evan.mackay@reddiff.com,0446 088 201,(03) 5841 5708,"6190 Pharetra, Street|NT|7379|Australia",cursus.Nunc.mauris@ac.org,151.251491,-33.892831,
Physiotherapists,Active Care Physiotherapy,"Suite 16, Lvl 2, Chermside Medical Complex, 956 Gympie Rd",Chermside,QLD,4032,Australia,(07) 3350 2622,david.newman@reddiff.com,0465 944 539,(03) 8896 2634,Ap #805-278 Dignissim Av.|NT|4443|Australia,Donec@Maecenasliberoest.org,153.029598,-27.380996,
Physiotherapists,Active Care Physiotherapy,147 Redland Bay Rd,Capalaba,QLD,4157,Australia,(07) 3823 5423,jonathan.ferguson@reddiff.com,0490 224 125,(03) 0956 2237,3170 Magnis Rd.|WA|2644|Australia,lorem@cubilia.com,153.19887,-27.53318,
Physiotherapists,Active Care Physiotherapy,"Suite 16, Level 2 Chermside Medical Complex, 956 Gympie Rd Chermside 4032",Chermside,QLD,4032,Australia,(07) 3350 2622,sarah.peters@reddiff.com,0444 393 108,(03) 5480 3250,1384 Mattis. St.|SA|1454|Australia,diam.nunc@molestietortornibh.org,153.029618,-27.382206,
Physiotherapists,Active Care Physiotherapy,147 Redland Bay Rd,Capalaba,QLD,4157,Australia,(07) 3823 5423,jason.knox@reddiff.com,0492 095 104,(03) 6355 3546,"P.O. Box 970, 4420 Non, St.|SA|1071|Australia",ipsum.non.arcu@sollicitudinadipiscingligula.net,153.198866,-27.533184,
Physiotherapists,Active Care Physiotherapy & Sports Therapy,"Suite 706, Level 7, 3 Waverley St",Bondi Junction,NSW,2022,Australia,(02) 9387 3448,joanne.fraser@reddiff.com,0417 239 675,(03) 9726 8763,Ap #857-2323 Vitae Avenue|WA|6364|Australia,nunc@imperdietornareIn.ca,151.25148,-33.89283,
Physiotherapists,Active Care Physiotherapy and Sports Therapy,"Suite 706, Lvl 7 3 Waverley St",Bondi Junction,NSW,2022,Australia,(02) 9387 3448,fiona.welch@reddiff.com,0453 413 398,(03) 4013 1588,343-5973 Penatibus Rd.|NSW|8503|Australia,pede@etmalesuada.ca,151.25148,-33.89283,
Physiotherapists,Active Care Physiotherapy Group,Cnr Station & Scott St,Lalor,VIC,3075,Australia,(03) 9464 4211,sam.mathis@reddiff.com,0439 557 071,(03) 8795 8247,Ap #938-5364 Ipsum. Ave|QLD|8994|Australia,magna.a.tortor@ultrices.org,145.015419,-37.67481,
Physiotherapists,Active Care Physiotherapy Group,314 Bell St,Preston,VIC,3072,Australia,(03) 9484 7392,amelia.mills@reddiff.com,0426 696 399,(03) 9853 4123,"P.O. Box 489, 7801 Senectus Av.|WA|5163|Australia",Suspendisse.sed@euismod.org,145.00558,-37.74519,
Physiotherapists,Active Care Spinal Clinic,27B Gladstone Park Drv,Gladstone Park,VIC,3043,Australia,(03) 9338 7774,diane.butler@reddiff.com,0402 153 406,(03) 6803 7146,"P.O. Box 619, 815 Arcu. Ave|ACT|1850|Australia",congue.elit.sed@risus.edu,144.88295,-37.68851,
Physiotherapists,Active Care Spinal Clinic,258 Settlement Rd,Thomastown,VIC,3074,Australia,(03) 9465 4144,christopher.smith@reddiff.com,0416 908 792,(03) 0203 2873,"Ap #998-5903 Quam, Street|TAS|9381|Australia",nonummy.ac.feugiat@lobortisquam.edu,145.02963,-37.69295,
Physiotherapists,Active Edge Physiotherapy,96 Cleveland St,Stones Corner,QLD,4120,Australia,(07) 3394 4364,emily.bailey@reddiff.com,0432 883 838,(03) 1387 7774,6015 Pede Street|VIC|5763|Australia,erat.vitae@luctus.org,153.04603,-27.50232,
Physiotherapists,Active For Life Physiotherapy Remedial Massage & Fitness Coaching Service,Shop 7B Singleton Town Sq,Singleton,NSW,2330,Australia,,max.knox@reddiff.com,0417 772 917,(03) 7750 5690,1928 Mi Rd.|ACT|3011|Australia,a@ullamcorperDuis.org,151.17839,-32.566551,
Physiotherapists,Active Health Berowra Physiotherapy,Berowra Medical Centre 1a Turner Rd,Berowra Heights,NSW,2082,Australia,(02) 9456 2051,sarah.ball@reddiff.com,0486 561 933,(03) 9561 3176,"8662 Vitae, Ave|NT|5253|Australia",montes@scelerisque.ca,151.13806,-33.6124,
Osteopaths,Active Health Osteopath,Cnr Reserve and Hargraves Road,Upper Coomera,QLD,4209,Australia,(07) 5580 6075,andrew.parr@reddiff.com,0420 026 094,(03) 4394 9171,641-2904 Et St.|SA|2550|Australia,nunc@adipiscing.co.uk,153.305002,-27.870229,
Physiotherapists,Active Health Physiotherapy & Sports Injury Centre,Shp 3 Appletree Shopng Cntr 132 Shepherds Drv,Cherrybrook,NSW,2126,Australia,(02) 9484 0344,lily.marshall@reddiff.com,0463 288 960,(03) 9206 5158,"P.O. Box 602, 3244 Ultricies Rd.|VIC|8994|Australia",non@diam.co.uk,151.0438605,-33.7207425,
Physiotherapists,Active Health Solutions,17- 19 Arnold St,Box Hill,VIC,3128,Australia,(03) 9898 2400,christopher.butler@reddiff.com,0429 403 168,(03) 1039 0671,229-9607 Id Rd.|NT|9521|Australia,enim@elitdictum.edu,145.11686,-37.81438,
Physiotherapists,Active Health Solutions,145 Blackburn Rd,Doncaster East,VIC,3109,Australia,(03) 9841 7924,eric.graham@reddiff.com,0450 828 590,(03) 8547 4592,"P.O. Box 273, 4370 Sociosqu Rd.|NT|8870|Australia",quam.Curabitur.vel@Integereu.ca,145.161472,-37.789944,
Physiotherapists,Active Injury Management,211 Juliette St,Greenslopes,QLD,4120,Australia,(07) 3848 9654,grace.james@reddiff.com,0472 220 346,(03) 1108 2023,"P.O. Box 102, 6555 Tincidunt Rd.|NT|2308|Australia",Donec@massa.edu,153.048268,-27.505897,
Physiotherapists,Active Life,Suite 1/119- 121 Lethbridge St,Penrith,NSW,2750,Australia,(02) 4721 5567,stewart.hemmings@reddiff.com,0444 287 444,(03) 6265 4753,"Ap #771-5363 Eu, Road|NT|5413|Australia",sem.consequat.nec@ligulaNullamenim.org,150.700518,-33.756147,
Physiotherapists,Active Life Physiotherapy,9 Queen St,Murwillumbah,NSW,2484,Australia,1300 065 538,amanda.rutherford@reddiff.com,0409 908 364,(03) 1173 3965,"P.O. Box 733, 7483 Congue. St.|TAS|6818|Australia",consectetuer@commodo.ca,153.399989,-28.32593,
Physiotherapists,Active Life Physiotherapy,"Casuarina Beach Rec Club, 9 Queen St,",Murwillumbah,NSW,2484,Australia,1300 065 538,jonathan.roberts@reddiff.com,0447 606 017,(03) 1243 3583,Ap #124-9111 Vehicula. Rd.|TAS|1988|Australia,Ut.tincidunt.vehicula@Donecnibh.net,153.399989,-28.32593,
Physiotherapists,Active Lifestyle Physiotherapy,Genesis Building Shop 37/ 74 Rawson St,Epping,NSW,2121,Australia,(02) 9869 1970,robert.paige@reddiff.com,0422 493 872,(03) 6392 5297,Ap #190-5482 Maecenas Road|NT|1595|Australia,ipsum.porta.elit@Suspendisse.org,151.08046,-33.77169,
Physiotherapists,Active Motion Physiotherapy,Shp2/ 46-48 Blaxland Rd,Ryde,NSW,2112,Australia,(02) 9807 4437,katherine.burgess@reddiff.com,0407 396 802,(03) 1563 4424,Ap #316-2783 Hendrerit Avenue|TAS|5170|Australia,nascetur.ridiculus.mus@lobortismaurisSuspendisse.org,151.107172,-33.814907,
Osteopaths,Active Osteopathy,"Suite 8, 77 Mill Point Rd",South Perth,WA,6151,Australia,,leah.harris@reddiff.com,0430 062 099,(03) 4193 5507,548-3836 Amet Rd.|TAS|9396|Australia,quis.diam.Pellentesque@Crasvulputatevelit.edu,115.849812,-31.971088,
Physiotherapists,Active Physiotherapy,501 Waverley Rd,Mt Waverley,VIC,3149,Australia,(03) 9803 2786,bernadette.chapman@reddiff.com,0413 335 447,(03) 1930 0205,6325 Varius Av.|ACT|3306|Australia,Proin.vel@nuncinterdum.co.uk,145.14297,-37.88613,
Physiotherapists,Active Physiotherapy,44 Howick St,Launceston,TAS,7250,Australia,(03) 6331 9562,sarah.rees@reddiff.com,0499 230 916,(03) 6581 6906,178-6105 Nullam Road|WA|7148|Australia,orci@Vivamus.com,147.14159,-41.44834,
Physiotherapists,Active Physiotherapy,,Kununurra,WA,6743,Australia,,megan.skinner@reddiff.com,0429 012 277,(03) 8299 0545,"P.O. Box 760, 1608 Diam Av.|NSW|4004|Australia",blandit.viverra@faucibusMorbi.edu,128.742125,-15.769062,
Physiotherapists,Active Physiotherapy,501 Waverley Rd,Mt Waverley,VIC,3149,Australia,(03) 9803 8422,benjamin.vaughan@reddiff.com,0458 187 366,(03) 6775 8077,"P.O. Box 414, 1809 Ornare, Rd.|NT|3114|Australia",adipiscing@imperdietullamcorperDuis.ca,145.142972,-37.886129,
Physiotherapists,Active Physiotherapy,Newtown Business Centre 1 Erskineville Rd,Newtown,NSW,2042,Australia,(02) 9519 4913,jonathan.tucker@reddiff.com,0424 644 400,(03) 9281 6620,685-4270 Luctus Ave|ACT|1746|Australia,neque.pellentesque@elit.ca,151.18036,-33.89685,
Physiotherapists,Active Physiotherapy,Cnr Meurant Ave & Lewisham Ave,Wagga Wagga,NSW,2650,Australia,(02) 6925 7734,luke.brown@reddiff.com,0482 460 659,(03) 6350 9929,Ap #412-9963 Ac Avenue|QLD|6097|Australia,nunc.ullamcorper.eu@luctusfelispurus.org,147.354117,-35.120702,
Physiotherapists,Active Physiotherapy,"Cnr Cunningham and Archibald Sts, (The Red Building)",Dalby,QLD,4405,Australia,(07) 4662 3422,karen.clarkson@reddiff.com,0481 553 617,(03) 4910 1417,2519 Duis Road|WA|5376|Australia,consectetuer.euismod.est@gravidasagittisDuis.ca,151.265288,-27.182148,
Physiotherapists,Active Physiotherapy,The Sports Clinic Western Ave Uni Of Syd,Sydney,NSW,2000,Australia,(02) 9351 8118,sarah.clarkson@reddiff.com,0479 097 096,(03) 3579 1405,"566-4516 Eget, Ave|QLD|4175|Australia",Suspendisse.non.leo@purusmaurisa.com,151.206927,-33.870246,
Physiotherapists,Active Physiotherapy,1 Erskineville Rd,Newtown,NSW,2042,Australia,(02) 9519 4913,victor.ross@reddiff.com,0429 519 117,(03) 2892 2776,"P.O. Box 454, 7465 Nulla Rd.|SA|2071|Australia",nulla.vulputate@semPellentesqueut.ca,151.18036,-33.89685,
Physiotherapists,Active Physiotherapy Centre,1 Lewisham Ave,Wagga Wagga,NSW,2650,Australia,(02) 6925 7734,edward.scott@reddiff.com,0456 498 599,(03) 4761 8044,"2915 Amet, Ave|SA|8196|Australia",lectus.rutrum.urna@Etiamgravidamolestie.com,147.35458,-35.12059,
Physiotherapists,Active Physiotherapy Group,U3/ 3 Trappers Drv,Woodvale,WA,6026,Australia,(08) 9309 3166,rebecca.walsh@reddiff.com,0454 259 060,(03) 6996 6715,Ap #212-8878 At St.|NT|6574|Australia,tellus.non@ac.co.uk,115.7957,-31.79833,
Physiotherapists,Active Physiotherapy Group,PO Box 237,Kwinana,WA,6167,Australia,(08) 9439 2333,charles.dyer@reddiff.com,0499 950 075,(03) 9646 9389,"3836 Enim, Road|QLD|6117|Australia",egestas@parturientmontesnascetur.org,115.812265,-32.243517,
Physiotherapists,Active Physiotherapy Katherine,"YMCA Building, Lot 2525 Stuart Highway",Katherine,NT,850,Australia,(08) 8971 2505,boris.mackenzie@reddiff.com,0471 401 975,(03) 1481 1870,8929 Mi Ave|QLD|7409|Australia,diam.Sed.diam@justosit.org,132.260433,-14.463132,
Physiotherapists,Active Physiotherapy Katherine,"YMCA Building, Lot 2525 Stuart Hwy, Katherine NT 0851",Katherine,NT,851,Australia,(08) 8971 2505,emily.may@reddiff.com,0475 305 298,(03) 0013 5378,363-9748 Egestas St.|QLD|1223|Australia,lacinia.mattis.Integer@enimconsequat.co.uk,132.264256,-14.464966,
Physiotherapists,Active Physiotherapy Mackay,169 Shakespeare St,Mackay,QLD,4740,Australia,(07) 4953 3557,anthony.alsop@reddiff.com,0419 707 550,(03) 0953 5765,"319-9106 At, Rd.|VIC|7964|Australia",elit.pharetra.ut@vulputateduinec.com,149.186502,-21.147782,
Physiotherapists,Active Physiotherapy Mackay,169 Shakespeare St,Mackay,QLD,4740,Australia,(07) 4953 2550,gavin.hart@reddiff.com,0443 119 030,(03) 1779 0848,Ap #337-7826 Nullam St.|NSW|1799|Australia,at.fringilla@Sedcongue.edu,149.186502,-21.147782,
Physiotherapists,Active Physiotherapy Solutions,"Shop 1, 222 Walker St",Bundaberg,QLD,4670,Australia,(07) 4152 2682,warren.nolan@reddiff.com,0462 711 880,(03) 1676 2439,Ap #423-6571 Interdum Rd.|WA|3512|Australia,lobortis@eget.org,152.330879,-24.877432,
Physiotherapists,Active Physiotherapy Solutions,Shop 1/ 222 Walker St,Bundaberg,QLD,4670,Australia,(07) 4152 2678,anthony.north@reddiff.com,0427 510 106,(03) 5213 5600,501-7211 Natoque St.|NT|1608|Australia,neque.venenatis@nullamagna.ca,152.330879,-24.877432,
Physiotherapists,Active Physiotherapy-Sports Injury & Rehabilitation Centre,Cnr Lewisham & Meurant Ave,Wagga Wagga,NSW,2650,Australia,(02) 6925 7734,tim.fraser@reddiff.com,0447 603 210,(03) 1998 2551,8294 Nulla Rd.|ACT|2110|Australia,feugiat.metus@auctorveliteget.edu,147.354207,-35.120684,
Pharmacies,23rd Avenue Chempro Chemist,Cnr Townson Ave & Mawarra St,Palm Beach,QLD,4221,Australia,(07) 5576 2866,angela.miller@reddiff.com,0439 945 254,(03) 4808 0030,"352-2394 Non, Ave|WA|7298|Australia",bibendum.ullamcorper@amet.com,153.460857,-28.107385,
Pharmaceutical Products--W'salers & Mfrs,3 M Pharmaceuticals Pty Ltd,9 Chilvers Rd,Thornleigh,NSW,2120,Australia,(02) 9875 6293,jacob.rees@reddiff.com,0472 464 980,(03) 9401 3273,2346 Turpis Rd.|ACT|5139|Australia,nibh.Donec@mauriserat.ca,151.08227,-33.72341,
Pharmacies,777 Photographic Plus,Karatha Village Shopping Centre 33 Sharp Ave,Karratha Town Centre,WA,6714,Australia,(08) 9144 4007,warren.lambert@reddiff.com,0414 242 706,(03) 4338 4583,1267 Nec Road|ACT|3245|Australia,tincidunt.neque.vitae@sitamet.com,116.843043,-20.735091,
Pharmacies,A & N Chemist Pty Ltd,45 Joslin St,Kotara,NSW,2289,Australia,(02) 4957 6452,simon.vaughan@reddiff.com,0437 602 478,(03) 1434 4313,4816 Purus Street|NSW|8682|Australia,vitae.sodales.at@amalesuadaid.co.uk,151.699049,-32.944976,
Pharmaceutical Products--W'salers & Mfrs,A Little Bit Of Relief,346 Bay St,Brighton-le-Sands,NSW,2216,Australia,(02) 9599 6999,olivia.scott@reddiff.com,0425 538 247,(03) 4916 5323,"P.O. Box 389, 957 Urna, Avenue|WA|3100|Australia",mauris.aliquam.eu@dictum.ca,151.15404,-33.95973,
Pharmaceutical Products--W'salers & Mfrs,A P I (Qld) Pty Ltd,72 Supply Rd,Edmonton,QLD,4869,Australia,(07) 4045 4111,trevor.wallace@reddiff.com,0423 648 527,(03) 0634 6069,Ap #970-4673 Et Rd.|ACT|1119|Australia,tristique@elementum.net,145.74235,-17.00241,
Pharmacies,A. Beaumont Hall Amcal Pharmacy,226 High St,Kangaroo Flat,VIC,3555,Australia,(03) 5445 7426,jonathan.wilkins@reddiff.com,0424 086 457,(03) 4266 7108,442 Ipsum Road|QLD|8836|Australia,lacinia.at@vulputatedui.com,144.24129,-36.80359,
Pharmacies,A.C.K. Pharmacy,86 Pacific Hwy,Roseville,NSW,2069,Australia,(02) 9412 1036,neil.butler@reddiff.com,0485 838 767,(03) 0133 9337,"P.O. Box 158, 9286 Donec Av.|QLD|5938|Australia",rutrum.magna@lobortisquispede.net,151.17709,-33.78503,
Pharmaceutical Products--W'salers & Mfrs,A.D.P. Pharmaceutical Pty Ltd,377 Sussex St,Sydney,NSW,2000,Australia,(02) 9283 3388,kylie.vaughan@reddiff.com,0447 050 418,(03) 0529 1126,"P.O. Box 394, 9429 Nisl. Rd.|VIC|8226|Australia",non.sollicitudin.a@auctor.edu,151.20442,-33.87725,
Pharmaceutical Products--W'salers & Mfrs,A.P.I (WA) Australian Pharmaceutical Industries,127 Pilbara St,Welshpool,WA,6106,Australia,(08) 9350 0000,nicola.howard@reddiff.com,0457 588 777,(03) 8390 6763,1193 Cras Street|NSW|9956|Australia,vitae.aliquam.eros@feugiatmetus.net,115.94742,-31.98651,
Pharmacies,A.P.I. Health Care Chemists,102 Briens Rd,Northmead,NSW,2152,Australia,(02) 9683 0683,luke.parr@reddiff.com,0467 376 832,(03) 6909 0289,Ap #855-7461 Ridiculus Street|ACT|8862|Australia,ligula.elit.pretium@egetmagnaSuspendisse.net,150.98871,-33.7976,
Pharmacies,AAA Fairfield Chemist,5/ 9 Nelson St,Fairfield,NSW,2165,Australia,(02) 9725 7250,claire.north@reddiff.com,0400 827 678,(03) 1053 0519,744-7126 Netus St.|SA|1957|Australia,sed@montesnasceturridiculus.org,150.95474,-33.86913,
Pharmacies,Abbotsford Point Pharmacy,551 Great North Rd,Abbotsford,NSW,2046,Australia,(02) 9712 1100,diane.harris@reddiff.com,0414 251 986,(03) 5695 5578,Ap #698-7951 Feugiat Rd.|NSW|4697|Australia,Fusce@diamSeddiam.co.uk,151.12784,-33.84814,
Pharmacies,ABC Pharmacy,984b Hunter St,Newcastle West,NSW,2302,Australia,,mary.glover@reddiff.com,0468 913 262,(03) 4356 1416,8042 Non St.|NSW|9406|Australia,Maecenas.ornare@augueporttitor.edu,151.756269,-32.924045,
Pharmacies,Aberfoyle Village Pharmacy,Aberfoyle Village Shopping Centre,Aberfoyle Park,SA,5159,Australia,(08) 8370 5785,justin.nolan@reddiff.com,0473 324 684,(03) 6224 4120,"400-6489 Elit, Street|QLD|2485|Australia",id@eleifendnec.org,138.599241,-35.07012,
Pharmacies,Acacia Marketplace Chemist,Shop 9-10 1150 Beaudesert Rd,Acacia Ridge,QLD,4110,Australia,(07) 3277 2460,zoe.bailey@reddiff.com,0457 833 470,(03) 1817 3945,"P.O. Box 660, 3369 Cras Street|NSW|5730|Australia",mi@Duiscursus.org,153.025494,-27.57688,
Pharmacies,Acacia Pharmacy,1459 Beaudesert Rd,Acacia Ridge,QLD,4110,Australia,(07) 3277 4030,phil.paterson@reddiff.com,0455 661 769,(03) 6499 5631,"P.O. Box 363, 7406 Non, Rd.|NSW|1051|Australia",ut.lacus.Nulla@sitamet.co.uk,153.025795,-27.576679,
Pharmacies,Acacia Ridge Day & Night Chemist,14/ 28 Elizabeth St,Acacia Ridge,QLD,4110,Australia,(07) 3277 4220,anthony.chapman@reddiff.com,0493 033 955,(03) 5110 5333,196-2936 Sed Av.|TAS|1828|Australia,vulputate.ullamcorper.magna@ipsumdolor.co.uk,153.02711,-27.58947,
Pharmacies,Acher's Pharmacy,312 Racecourse Rd,Flemington,VIC,3031,Australia,(03) 9376 6302,lauren.vaughan@reddiff.com,0486 285 437,(03) 0094 7171,858-8261 Nunc Road|VIC|3138|Australia,enim.commodo.hendrerit@amet.co.uk,144.93032,-37.78789,
Pharmacies,Acland Court Pharmacy,160 Acland St,St Kilda,VIC,3182,Australia,(03) 9525 5111,kimberly.smith@reddiff.com,0483 596 203,(03) 0938 6699,"P.O. Box 273, 1269 Ullamcorper Rd.|TAS|5481|Australia",ut@Curabitur.co.uk,144.9806,-37.86911,
Pharmacies,Active Pharmacy,451 Keilor Rd,Niddrie,VIC,3042,Australia,(03) 9379 2034,ian.thomson@reddiff.com,0467 625 459,(03) 1556 2959,3306 Eleifend Ave|SA|7010|Australia,pharetra.ut.pharetra@justo.ca,144.890221,-37.736796,
Pharmacies,Active Physiotherapy Pty Ltd,501 Waverley Rd,Mt Waverley,VIC,3149,Australia,(03) 9803 8422,evan.black@reddiff.com,0467 879 546,(03) 4242 7159,"Ap #612-7912 Eleifend, St.|ACT|9726|Australia",erat@Etiamligulatortor.co.uk,145.14297,-37.88613,
Pharmaceutical Products--W'salers & Mfrs,Acuity Vision Systems,28 Prime Drv,Seven Hills,NSW,2147,Australia,(02) 9838 7755,diane.carr@reddiff.com,0491 605 129,(03) 2736 5829,2285 Lobortis Street|QLD|1162|Australia,pharetra@egetipsum.co.uk,150.953487,-33.772612,
Pharmacies,Ada & Flynn Pharmacy,64 Prince St,Grafton,NSW,2460,Australia,(02) 6642 2099,luke.ellison@reddiff.com,0448 038 361,(03) 8379 1671,"Ap #787-5531 Congue, Av.|SA|3330|Australia",sem.mollis@enim.org,152.9345,-29.69064,
Pharmacies,Adam Remboulis Pharmacy,Gisborne Rd,Bacchus Marsh,VIC,3340,Australia,(03) 5367 4700,thomas.greene@reddiff.com,0444 156 154,(03) 8320 9238,168-8920 Erat St.|QLD|9470|Australia,aliquam.eu@eusem.co.uk,144.437124,-37.669497,
Pharmacies,Adams Pharmacy,413 Nepean Hwy,Chelsea,VIC,3196,Australia,(03) 9772 1126,sam.lewis@reddiff.com,0459 644 718,(03) 2233 4773,260 Metus. Street|NSW|7307|Australia,lectus.quis@miDuis.ca,145.11577,-38.05287,
Pharmacies,Adelaide Compounding Pharmacy,4/ 151 Glynburn Rd,Firle,SA,5070,Australia,(08) 8361 2999,theresa.hemmings@reddiff.com,0405 551 007,(03) 9772 1764,823 Ridiculus Rd.|NSW|2250|Australia,Integer@tempordiam.com,138.657519,-34.90423,
Pharmacies,Adore Pharmacy,671 Darling St,Rozelle,NSW,2039,Australia,(02) 9810 7349,tim.payne@reddiff.com,0426 656 202,(03) 6782 6431,680-8441 Fringilla Street|VIC|4061|Australia,luctus.vulputate@adipiscingelit.co.uk,151.16971,-33.86385,
Pharmacies,Advance Pharmacies,524 Ipswich Rd,Annerley,QLD,4103,Australia,(07) 3848 4989,gordon.gibson@reddiff.com,0494 766 179,(03) 5112 3104,6540 Dis Rd.|VIC|4951|Australia,dui@velvulputateeu.com,153.03219,-27.51192,
Pharmaceutical Products--W'salers & Mfrs,Advanced Pharmaceuticals,PO Box 1808,West Perth,WA,6872,Australia,(08) 9480 0477,ella.bailey@reddiff.com,0422 494 911,(03) 4174 3442,"P.O. Box 298, 6968 Sed St.|ACT|8388|Australia",aliquet@leoMorbineque.ca,0,0,
Pharmacies,Advantage Pharmacy Ararat,119 Barkly St,Ararat,VIC,3377,Australia,(03) 5352 1007,caroline.buckland@reddiff.com,0491 338 842,(03) 1648 2374,783-1752 Vivamus Rd.|WA|5451|Australia,orci.luctus@consectetuer.edu,142.92929,-37.28378,
Pharmacies,Advantage Pharmacy Churchill,7 West Pl,Churchill,VIC,3842,Australia,(03) 5122 1390,sophie.carr@reddiff.com,0494 236 533,(03) 2172 7503,483-1874 Mauris. Street|NSW|9802|Australia,parturient.montes@blandit.org,146.420632,-38.313759,
Pharmacies,Advantage Pharmacy Glenroy,796G Pascoe Vale Rd,Glenroy,VIC,3046,Australia,(03) 9306 7274,liam.reid@reddiff.com,0491 054 665,(03) 9568 8649,963-8092 Nunc Rd.|TAS|3730|Australia,penatibus.et.magnis@viverraDonectempus.net,144.916071,-37.705795,
Pharmacies,Advantage Pharmacy Kerrimuir,537 Middleborough Rd,Box Hill North,VIC,3129,Australia,(03) 9890 2352,brian.simpson@reddiff.com,0464 081 257,(03) 7942 8545,961 Fusce Street|NT|8663|Australia,Nunc.sed@Nullamvitae.net,145.1402,-37.80827,
Pharmacies,Advantage Pharmacy Lakeside,"Shop 9 Lakeside Village Centre, Lakeside Blv",Pakenham,VIC,3810,Australia,(03) 5940 2900,anthony.wallace@reddiff.com,0427 373 092,(03) 1994 8820,Ap #860-8237 Mollis St.|NT|4944|Australia,auctor.odio@sitametluctus.co.uk,151.548379,-33.277056,
Pharmacies,Advantage Pharmacy Park Hill Plaza,"Shop 2, 215- 225 Parkhill Drv",Berwick,VIC,3806,Australia,(03) 9705 7999,matt.ferguson@reddiff.com,0415 774 445,(03) 6309 8651,418 Neque Ave|VIC|9363|Australia,amet.ultricies.sem@nullaante.net,145.32267,-38.0143,
Pharmacies,Advantage Pharmacy Parkhill,"Shop 2, Parkhill Plaza, Parkhill Dr",Berwick,VIC,3806,Australia,(03) 9705 7999,julian.lyman@reddiff.com,0481 002 659,(03) 3039 3071,345-8931 Quam Rd.|VIC|1987|Australia,sed.turpis@sedtortorInteger.ca,145.32267,-38.0143,
Pharmacies,Advantage Pharmacy Seymour,31-33,Seymour,VIC,3660,Australia,(03) 5792 1575,fiona.rees@reddiff.com,0420 532 139,(03) 3591 9402,"P.O. Box 710, 296 Fringilla St.|NSW|3611|Australia",egestas.hendrerit@felis.ca,145.14013,-37.02644,
Pharmacies,Advantage Pharmacy Watsonia,83 Watsonia Rd,Watsonia,VIC,3087,Australia,(03) 9435 2904,alan.sharp@reddiff.com,0464 601 382,(03) 8111 8268,"Ap #429-1889 Ac, Ave|NSW|9775|Australia",risus@vitaeorci.net,145.08255,-37.70938,
Pharmacies,AFS Pharmacies,Cnr Cambridge & Bolsover Sts,South Rockhampton,QLD,4700,Australia,(07) 4927 6343,rachel.thomson@reddiff.com,0440 736 997,(03) 0732 8956,"P.O. Box 965, 8132 Pellentesque St.|WA|8550|Australia",ut.mi.Duis@risus.org,150.506712,-23.382438,
